address,city,floor,price,rooms,sq,year,price_per_sq
Ochota,Warszawa,3.0,560000.0,4.0,53.0,1970.0,10566.037735849057
Bemowo,Warszawa,0.0,449000.0,2.0,39.18,2001.0,11459.92853496682
Białołęka,Warszawa,3.0,620000.0,3.0,67.0,2005.0,9253.731343283582
Targówek,Warszawa,9.0,434000.0,2.0,46.5,1972.0,9333.333333333334
Bemowo,Warszawa,3.0,995000.0,3.0,72.0,2008.0,13819.444444444443
Włochy,Warszawa,3.0,384000.0,1.0,32.0,2000.0,12000.0
Bielany,Warszawa,4.0,245000.0,1.0,17.0,1966.0,14411.764705882351
Włochy,Warszawa,0.0,616000.0,4.0,77.29,2020.0,7969.983180230301
Wola,Warszawa,0.0,550000.0,2.0,49.5,1968.0,11111.111111111111
Wola,Warszawa,4.0,289999.0,1.0,24.5,1966.0,11836.69387755102
Wola,Warszawa,1.0,749000.0,3.0,70.0,1960.0,10700.0
Ursynów,Warszawa,7.0,739000.0,3.0,75.4,2001.0,9801.061007957558
Ursynów,Warszawa,4.0,691000.0,3.0,62.9,1984.0,10985.691573926868
Śródmieście,Warszawa,4.0,685000.0,3.0,57.5,1965.0,11913.04347826087
Targówek,Warszawa,2.0,460000.0,3.0,53.0,1976.0,8679.245283018869
Żoliborz,Warszawa,5.0,529400.0,2.0,42.4,2021.0,12485.849056603774
Włochy,Warszawa,0.0,630000.0,3.0,63.0,2013.0,10000.0
Mokotów,Warszawa,2.0,1152000.0,4.0,96.0,2021.0,12000.0
Mokotów,Warszawa,5.0,680000.0,3.0,53.3,1972.0,12757.97373358349
Praga-Północ,Warszawa,9.0,659000.0,4.0,77.1,1986.0,8547.341115434501
Wola,Warszawa,8.0,1173076.29,4.0,95.3,2020.0,12309.3
Włochy,Warszawa,1.0,445810.5,2.0,52.45,2020.0,8499.723546234509
Bielany,Warszawa,4.0,1710000.0,4.0,115.0,2007.0,14869.565217391304
Mokotów,Warszawa,1.0,1390000.0,3.0,84.0,2019.0,16547.619047619046
Wola,Warszawa,9.0,425000.0,2.0,35.2,1996.0,12073.863636363636
Targówek,Warszawa,1.0,485000.0,2.0,48.0,2012.0,10104.166666666666
Ochota,Warszawa,4.0,999000.0,3.0,93.5,2013.0,10684.491978609623
Mokotów,Warszawa,5.0,515000.0,1.0,34.0,2010.0,15147.058823529413
Wola,Warszawa,10.0,796000.0,3.0,61.0,2021.0,13049.180327868851
Ochota,Warszawa,5.0,320000.0,1.0,25.77,1928.0,12417.539774932093
Wola,Warszawa,3.0,299500.0,1.0,24.0,1961.0,12479.166666666666
Wilanów,Warszawa,1.0,515000.0,2.0,36.2,2004.0,14226.519337016574
Żoliborz,Warszawa,1.0,728800.0,3.0,61.2,2021.0,11908.496732026144
Żoliborz,Warszawa,2.0,470000.0,2.0,39.0,1968.0,12051.28205128205
Białołęka,Warszawa,1.0,510000.0,3.0,57.24,2017.0,8909.853249475891
Ochota,Warszawa,4.0,539000.0,3.0,48.0,1968.0,11229.166666666666
Wilanów,Warszawa,2.0,1815000.0,4.0,121.0,2011.0,15000.0
Mokotów,Warszawa,1.0,683740.0,3.0,67.31,2022.0,10158.074580300105
Praga-Południe,Warszawa,1.0,495000.0,2.0,48.0,1957.0,10312.5
Praga-Południe,Warszawa,5.0,2890000.0,5.0,207.76,2018.0,13910.281093569503
Mokotów,Warszawa,4.0,514600.0,1.0,33.54,2022.0,15342.874180083483
Wola,Warszawa,7.0,325000.0,1.0,24.0,2017.0,13541.666666666666
Wola,Warszawa,7.0,480000.0,2.0,50.5,1958.0,9504.950495049505
Praga-Południe,Warszawa,1.0,350000.0,2.0,38.0,1967.0,9210.526315789471
Wola,Warszawa,4.0,929000.0,3.0,80.0,2009.0,11612.5
Wilanów,Warszawa,2.0,697000.0,3.0,76.0,2020.0,9171.052631578948
Praga-Północ,Warszawa,1.0,439000.0,1.0,31.0,2018.0,14161.290322580646
Włochy,Warszawa,3.0,380000.0,2.0,37.2,1971.0,10215.05376344086
Targówek,Warszawa,0.0,449000.0,3.0,54.9,1970.0,8178.5063752276865
Praga-Północ,Warszawa,7.0,1100000.0,5.0,119.5,1993.0,9205.020920502093
Bemowo,Warszawa,1.0,599700.0,2.0,53.0,2000.0,11315.09433962264
Bemowo,Warszawa,1.0,560000.0,3.0,63.0,1987.0,8888.888888888889
Wola,Warszawa,1.0,545000.0,3.0,49.0,1964.0,11122.448979591836
Ursynów,Warszawa,2.0,1638910.0,4.0,126.07,2021.0,13000.0
Mokotów,Warszawa,1.0,619900.0,2.0,44.46,2019.0,13942.869995501576
Bielany,Warszawa,3.0,765000.0,2.0,62.05,2011.0,12328.767123287673
Ochota,Warszawa,4.0,579000.0,2.0,44.0,1967.0,13159.09090909091
Ursynów,Warszawa,1.0,710000.0,2.0,47.0,2008.0,15106.382978723404
Mokotów,Warszawa,6.0,441500.0,1.0,27.82,2022.0,15869.877785765637
Białołęka,Warszawa,3.0,516069.0,3.0,61.51,2020.0,8390.001625751911
Białołęka,Warszawa,0.0,443400.0,3.0,51.89,2022.0,8544.999036423204
Bemowo,Warszawa,6.0,539000.0,3.0,46.5,1980.0,11591.397849462366
Śródmieście,Warszawa,9.0,1290000.0,3.0,87.0,2008.0,14827.586206896553
Mokotów,Warszawa,5.0,499100.0,1.0,32.08,2022.0,15557.980049875312
Ursus,Warszawa,2.0,339000.0,2.0,39.0,1970.0,8692.307692307691
Żoliborz,Warszawa,2.0,1637500.0,5.0,131.0,2013.0,12500.0
Białołęka,Warszawa,3.0,519000.0,2.0,41.97,2019.0,12365.975696926376
Śródmieście,Warszawa,0.0,550000.0,2.0,44.85,1953.0,12263.09921962096
Włochy,Warszawa,3.0,450000.0,3.0,48.7,1967.0,9240.24640657084
Bemowo,Warszawa,3.0,399000.0,1.0,31.65,2018.0,12606.635071090048
Śródmieście,Warszawa,2.0,550000.0,2.0,38.0,1965.0,14473.684210526317
Ursus,Warszawa,3.0,514000.0,3.0,63.0,2022.0,8158.730158730159
Bemowo,Warszawa,0.0,704000.0,3.0,62.0,2010.0,11354.83870967742
Mokotów,Warszawa,1.0,1390000.0,3.0,84.0,2019.0,16547.619047619046
Bielany,Warszawa,4.0,704731.4,2.0,49.69,2021.0,14182.55987120145
Mokotów,Warszawa,8.0,645000.0,4.0,65.0,1970.0,9923.076923076924
Wola,Warszawa,7.0,615000.0,2.0,45.0,2012.0,13666.666666666666
Wola,Warszawa,2.0,535000.0,2.0,40.0,2020.0,13375.0
Białołęka,Warszawa,1.0,459000.0,2.0,50.0,2011.0,9180.0
Mokotów,Warszawa,6.0,1750000.0,4.0,112.0,2007.0,15625.0
Śródmieście,Warszawa,10.0,1650000.0,4.0,160.0,2000.0,10312.5
Bemowo,Warszawa,0.0,845000.0,3.0,67.5,2014.0,12518.518518518518
Targówek,Warszawa,3.0,490000.0,2.0,47.6,1992.0,10294.117647058823
Targówek,Warszawa,4.0,650000.0,3.0,65.6,1993.0,9908.536585365857
Śródmieście,Warszawa,7.0,800000.0,2.0,64.0,1960.0,12500.0
Wola,Warszawa,3.0,345000.0,2.0,35.0,1955.0,9857.142857142857
Praga-Północ,Warszawa,3.0,636098.4,2.0,52.92,2022.0,12020.0
Białołęka,Warszawa,9.0,554000.0,3.0,63.3,1980.0,8751.974723538706
Wilanów,Warszawa,1.0,1150000.0,3.0,89.3,2006.0,12877.939529675252
Wilanów,Warszawa,0.0,968000.0,3.0,71.0,2019.0,13633.802816901409
Mokotów,Warszawa,10.0,570000.0,3.0,57.0,1970.0,10000.0
Mokotów,Warszawa,4.0,2000000.0,4.0,140.0,2013.0,14285.714285714286
Mokotów,Warszawa,7.0,540000.0,3.0,48.0,1970.0,11250.0
Wilanów,Warszawa,1.0,650000.0,2.0,51.0,2011.0,12745.098039215687
Ursynów,Warszawa,7.0,365000.0,1.0,31.0,1980.0,11774.193548387097
Bemowo,Warszawa,1.0,800000.0,3.0,62.0,2003.0,12903.225806451614
Mokotów,Warszawa,1.0,1300300.0,4.0,92.75,2021.0,14019.407008086251
Praga-Północ,Warszawa,1.0,560000.0,2.0,37.35,2020.0,14993.30655957162
Włochy,Warszawa,1.0,465000.0,2.0,39.66,1935.0,11724.659606656582
Mokotów,Warszawa,8.0,676999.0,3.0,60.0,2020.0,11283.316666666668
Bemowo,Warszawa,0.0,564000.0,3.0,58.98,2022.0,9562.563580874874
Ursynów,Warszawa,0.0,820000.0,3.0,67.0,1984.0,12238.805970149251
Włochy,Warszawa,3.0,879000.0,4.0,110.0,2002.0,7990.909090909091
Bemowo,Warszawa,5.0,839000.0,2.0,56.0,1956.0,14982.142857142857
Praga-Północ,Warszawa,8.0,618000.0,3.0,51.5,1956.0,12000.0
Targówek,Warszawa,7.0,579000.0,3.0,67.2,1876.0,8616.071428571428
Praga-Północ,Warszawa,4.0,699000.0,4.0,85.8,1984.0,8146.853146853147
Ursynów,Warszawa,2.0,590000.0,3.0,62.0,1976.0,9516.129032258064
Bemowo,Warszawa,6.0,795000.0,3.0,69.0,1965.0,11521.739130434782
Białołęka,Warszawa,1.0,478874.0,3.0,57.4,2020.0,8342.752613240418
Śródmieście,Warszawa,3.0,634000.0,2.0,42.3,1952.0,14988.179669030736
Targówek,Warszawa,3.0,570000.0,2.0,46.6,2012.0,12231.75965665236
Ochota,Warszawa,6.0,740000.0,3.0,64.6,1956.0,11455.108359133128
Bemowo,Warszawa,0.0,590000.0,3.0,53.0,2009.0,11132.075471698114
Bemowo,Warszawa,1.0,480000.0,2.0,46.0,1981.0,10434.782608695652
Wola,Warszawa,10.0,1060000.0,4.0,93.0,2021.0,11397.849462365592
Mokotów,Warszawa,0.0,501000.0,3.0,56.2,1970.0,8914.59074733096
Rembertów,Warszawa,3.0,345000.0,2.0,41.01,1966.0,8412.582297000732
Śródmieście,Warszawa,1.0,1199000.0,4.0,105.0,1970.0,11419.047619047618
Mokotów,Warszawa,1.0,1455000.0,3.0,101.23,1926.0,14373.209522868714
Praga-Północ,Warszawa,0.0,480000.0,1.0,30.0,1902.0,16000.0
Ursus,Warszawa,1.0,379822.5,2.0,38.25,2021.0,9930.0
Żoliborz,Warszawa,1.0,854883.08,3.0,72.46,2021.0,11798.0
Włochy,Warszawa,1.0,539900.0,2.0,53.0,1952.0,10186.792452830188
Ursynów,Warszawa,3.0,595000.0,3.0,66.4,1978.0,8960.843373493975
Bielany,Warszawa,0.0,670000.0,3.0,55.7,1998.0,12028.725314183122
Białołęka,Warszawa,0.0,460000.0,2.0,53.0,2010.0,8679.245283018869
Wola,Warszawa,0.0,550000.0,2.0,49.5,1968.0,11111.111111111111
Wilanów,Warszawa,2.0,812500.0,4.0,91.06,2021.0,8922.688337359983
Rembertów,Warszawa,0.0,295000.0,2.0,35.81,1965.0,8237.922368053616
Praga-Południe,Warszawa,1.0,946000.0,4.0,80.2,2015.0,11795.511221945137
Ursynów,Warszawa,7.0,390000.0,1.0,33.0,1980.0,11818.181818181818
Białołęka,Warszawa,0.0,347000.0,2.0,44.5,2003.0,7797.752808988764
Białołęka,Warszawa,0.0,469999.0,2.0,51.0,2019.0,9215.666666666666
Praga-Południe,Warszawa,4.0,570000.0,3.0,50.0,2001.0,11400.0
Targówek,Warszawa,5.0,750000.0,2.0,60.0,2002.0,12500.0
Bemowo,Warszawa,1.0,519800.0,3.0,58.75,2022.0,8847.659574468085
Praga-Południe,Warszawa,5.0,522000.0,2.0,45.76,2021.0,11407.34265734266
Wola,Warszawa,6.0,950000.0,3.0,60.9,2016.0,15599.343185550082
Białołęka,Warszawa,0.0,447300.0,3.0,51.07,2022.0,8758.566673193656
Wola,Warszawa,1.0,450000.0,1.0,29.68,1960.0,15161.725067385443
Praga-Południe,Warszawa,1.0,285000.0,1.0,24.0,1965.0,11875.0
Wola,Warszawa,1.0,570000.0,2.0,49.95,2021.0,11411.41141141141
Praga-Południe,Warszawa,1.0,549000.0,4.0,56.0,1973.0,9803.57142857143
Białołęka,Warszawa,1.0,479000.0,3.0,50.0,2018.0,9580.0
Białołęka,Warszawa,5.0,633900.0,4.0,79.0,2020.0,8024.050632911392
Bemowo,Warszawa,1.0,1100000.0,4.0,130.0,2015.0,8461.538461538461
Bemowo,Warszawa,8.0,650000.0,3.0,57.1,1979.0,11383.53765323993
Mokotów,Warszawa,7.0,1300000.0,4.0,122.6,2002.0,10603.588907014682
Praga-Południe,Warszawa,3.0,489736.0,2.0,45.6,2022.0,10739.824561403508
Bemowo,Warszawa,7.0,425000.0,2.0,41.0,1975.0,10365.853658536584
Praga-Południe,Warszawa,1.0,355160.0,1.0,29.36,2022.0,12096.730245231607
Śródmieście,Warszawa,7.0,754000.0,2.0,50.31,2021.0,14987.080103359172
Wola,Warszawa,3.0,550000.0,1.0,35.7,2019.0,15406.162464985991
Wola,Warszawa,1.0,483000.0,2.0,45.32,2020.0,10657.546337157988
Białołęka,Warszawa,1.0,289000.0,1.0,29.0,2010.0,9965.51724137931
Wola,Warszawa,2.0,734264.0,3.0,69.89,2021.0,10505.995135212475
Śródmieście,Warszawa,5.0,615000.0,3.0,58.0,1979.0,10603.448275862069
Wola,Warszawa,10.0,1057000.0,4.0,97.0,2021.0,10896.907216494845
Bielany,Warszawa,10.0,539000.0,3.0,51.0,1972.0,10568.627450980392
Żoliborz,Warszawa,6.0,505000.0,3.0,48.0,1972.0,10520.833333333334
Wola,Warszawa,4.0,209000.0,1.0,18.0,2021.0,11611.111111111111
Żoliborz,Warszawa,1.0,779000.0,4.0,65.0,1969.0,11984.615384615385
Ochota,Warszawa,3.0,736000.0,2.0,73.6,2005.0,10000.0
Praga-Południe,Warszawa,0.0,557000.0,4.0,50.0,2021.0,11140.0
Ursus,Warszawa,2.0,489000.0,3.0,63.15,2022.0,7743.467933491686
Wilanów,Warszawa,1.0,902000.0,4.0,82.69,2020.0,10908.211391945822
Mokotów,Warszawa,1.0,1672835.0,3.0,107.0,2019.0,15633.971962616824
Wola,Warszawa,1.0,509000.0,2.0,38.72,2018.0,13145.661157024791
Targówek,Warszawa,6.0,380000.0,2.0,38.0,1970.0,10000.0
Wola,Warszawa,4.0,744000.0,3.0,61.43,2016.0,12111.34624776168
Żoliborz,Warszawa,4.0,520000.0,2.0,50.3,1964.0,10337.972166998012
Żoliborz,Warszawa,5.0,1149900.0,3.0,70.0,2016.0,16427.14285714286
Wola,Warszawa,2.0,161000.0,1.0,14.6,2018.0,11027.397260273972
Wilanów,Warszawa,1.0,812500.0,4.0,93.28,2021.0,8710.334476843911
Wola,Warszawa,0.0,534999.0,2.0,47.5,2021.0,11263.136842105265
Białołęka,Warszawa,5.0,549000.0,3.0,70.0,2020.0,7842.857142857143
Włochy,Warszawa,0.0,269000.0,1.0,20.0,1950.0,13450.0
Wola,Warszawa,2.0,960000.0,3.0,76.7,2009.0,12516.297262059974
Włochy,Warszawa,0.0,480000.0,3.0,54.0,1973.0,8888.888888888889
Bielany,Warszawa,0.0,804400.0,3.0,72.54,2021.0,11089.054314860765
Mokotów,Warszawa,3.0,539000.0,3.0,48.0,1968.0,11229.166666666666
Mokotów,Warszawa,4.0,1080000.0,4.0,77.0,2019.0,14025.974025974028
Praga-Południe,Warszawa,3.0,240246.0,1.0,24.35,2021.0,9866.365503080082
Śródmieście,Warszawa,10.0,315000.0,1.0,20.0,2021.0,15750.0
Ochota,Warszawa,3.0,1250000.0,4.0,100.84,1999.0,12395.874652915509
Praga-Północ,Warszawa,1.0,447000.0,1.0,28.0,1954.0,15964.285714285714
Praga-Północ,Warszawa,5.0,420000.0,1.0,33.9,1951.0,12389.380530973453
Mokotów,Warszawa,0.0,519000.0,2.0,52.0,1989.0,9980.76923076923
Ochota,Warszawa,1.0,429000.0,2.0,38.36,2020.0,11183.524504692388
Praga-Południe,Warszawa,3.0,999900.0,4.0,91.28,2019.0,10954.206836108677
Targówek,Warszawa,3.0,289000.0,1.0,24.5,1968.0,11795.918367346938
Wola,Warszawa,1.0,924731.63,4.0,91.0,2021.0,10161.886043956045
Praga-Południe,Warszawa,2.0,760000.0,3.0,82.0,2015.0,9268.292682926827
Białołęka,Warszawa,5.0,635000.0,4.0,80.0,2020.0,7937.5
Praga-Południe,Warszawa,2.0,535000.0,2.0,53.7,1958.0,9962.756052141527
Bielany,Warszawa,5.0,529400.0,2.0,42.45,2021.0,12471.142520612484
Mokotów,Warszawa,2.0,1469300.0,4.0,91.63,2021.0,16035.141329258977
Targówek,Warszawa,8.0,459000.0,3.0,53.0,1975.0,8660.377358490567
Ochota,Warszawa,10.0,665000.0,2.0,51.61,2000.0,12885.099786863011
Wilanów,Warszawa,2.0,812500.0,4.0,91.0,2021.0,8928.57142857143
Śródmieście,Warszawa,9.0,580000.0,2.0,41.3,1972.0,14043.58353510896
Wilanów,Warszawa,1.0,1280000.0,3.0,115.86,2011.0,11047.816330053513
Targówek,Warszawa,5.0,450000.0,2.0,47.0,1975.0,9574.468085106382
Białołęka,Warszawa,1.0,345000.0,2.0,41.48,2011.0,8317.261330761814
Mokotów,Warszawa,1.0,1220000.0,3.0,77.0,1966.0,15844.155844155845
Praga-Południe,Warszawa,5.0,399464.0,1.0,30.75,2022.0,12990.69918699187
Śródmieście,Warszawa,3.0,720000.0,2.0,52.85,1915.0,13623.462630085149
Wola,Warszawa,5.0,408697.0,1.0,33.62,2021.0,12156.36525877454
Praga-Południe,Warszawa,4.0,535000.0,2.0,42.0,2019.0,12738.09523809524
Mokotów,Warszawa,4.0,781300.0,4.0,62.66,2022.0,12468.879668049793
Ursus,Warszawa,3.0,460000.0,3.0,50.0,1968.0,9200.0
Wilanów,Warszawa,3.0,745000.0,2.0,50.0,2013.0,14900.0
Praga-Południe,Warszawa,6.0,577320.0,3.0,44.95,2022.0,12843.604004449388
Praga-Południe,Warszawa,3.0,995000.0,4.0,98.4,1994.0,10111.78861788618
Praga-Południe,Warszawa,1.0,240071.0,1.0,24.34,2021.0,9863.229252259654
Wola,Warszawa,10.0,619000.0,4.0,52.0,2019.0,11903.846153846154
Ochota,Warszawa,6.0,640000.0,2.0,51.91,2008.0,12329.031015218648
Wilanów,Warszawa,2.0,812500.0,4.0,91.06,2021.0,8922.688337359983
Targówek,Warszawa,2.0,490000.0,3.0,56.2,1978.0,8718.861209964412
Targówek,Warszawa,4.0,495000.0,3.0,54.95,1975.0,9008.189262966333
Praga-Południe,Warszawa,3.0,745000.0,4.0,94.0,1992.0,7925.531914893617
Ursynów,Warszawa,4.0,955000.0,3.0,74.26,2020.0,12860.22084567735
Śródmieście,Warszawa,0.0,759000.0,2.0,45.5,1911.0,16681.31868131868
Białołęka,Warszawa,0.0,339000.0,1.0,30.0,2016.0,11300.0
Białołęka,Warszawa,0.0,560000.0,3.0,62.3,2014.0,8988.76404494382
Bemowo,Warszawa,0.0,728000.0,4.0,80.98,2009.0,8989.874042973574
Ursus,Warszawa,6.0,455000.0,2.0,37.97,2019.0,11983.1445878325
Bemowo,Warszawa,3.0,670000.0,2.0,58.0,2005.0,11551.724137931034
Śródmieście,Warszawa,5.0,880000.0,2.0,55.0,1906.0,16000.0
Mokotów,Warszawa,3.0,639000.0,4.0,67.0,1975.0,9537.31343283582
Praga-Południe,Warszawa,0.0,367700.0,1.0,30.47,2021.0,12067.607482769938
Bielany,Warszawa,6.0,544000.0,2.0,42.44,2021.0,12818.096135721018
Praga-Południe,Warszawa,1.0,400000.0,1.0,36.0,1959.0,11111.111111111111
Ursynów,Warszawa,0.0,670000.0,3.0,61.0,1980.0,10983.606557377048
Praga-Południe,Warszawa,4.0,450840.0,2.0,44.46,2022.0,10140.350877192985
Mokotów,Warszawa,5.0,1094456.0,4.0,95.7,2022.0,11436.32183908046
Mokotów,Warszawa,0.0,530000.0,3.0,48.0,1970.0,11041.666666666666
Śródmieście,Warszawa,10.0,599000.0,3.0,48.0,1985.0,12479.166666666666
Śródmieście,Warszawa,3.0,1390000.0,4.0,101.6,1965.0,13681.102362204723
Wola,Warszawa,7.0,762462.0,2.0,53.58,2021.0,14230.347144456888
Praga-Południe,Warszawa,8.0,620000.0,3.0,70.23,1986.0,8828.136124163462
Ursus,Warszawa,7.0,549000.0,3.0,64.0,2020.0,8578.125
Praga-Południe,Warszawa,4.0,614224.0,3.0,58.74,2022.0,10456.65645216207
Mokotów,Warszawa,10.0,1003231.33,4.0,89.6,2021.0,11196.778236607142
Praga-Południe,Warszawa,5.0,499000.0,2.0,31.4,2014.0,15891.71974522293
Białołęka,Warszawa,1.0,430000.0,3.0,51.0,2017.0,8431.372549019608
Mokotów,Warszawa,4.0,420000.0,2.0,34.58,2020.0,12145.748987854253
Ochota,Warszawa,3.0,630000.0,2.0,50.0,2001.0,12600.0
Białołęka,Warszawa,2.0,289000.0,1.0,29.12,2020.0,9924.450549450548
Mokotów,Warszawa,2.0,684300.0,3.0,61.31,2022.0,11161.31136845539
Mokotów,Warszawa,0.0,1170000.0,3.0,77.9,2009.0,15019.255455712451
Bielany,Warszawa,1.0,657800.0,3.0,50.6,2022.0,13000.0
Śródmieście,Warszawa,4.0,680000.0,2.0,53.0,1958.0,12830.188679245282
Mokotów,Warszawa,1.0,540000.0,2.0,46.0,2021.0,11739.130434782608
Mokotów,Warszawa,1.0,654200.0,3.0,63.9,2021.0,10237.871674491393
Bielany,Warszawa,0.0,399000.0,2.0,37.0,1983.0,10783.783783783783
Bemowo,Warszawa,0.0,930000.0,3.0,62.86,2016.0,14794.78205536112
Praga-Południe,Warszawa,4.0,469000.0,4.0,55.0,1970.0,8527.272727272728
Białołęka,Warszawa,2.0,329000.0,1.0,37.0,2003.0,8891.891891891892
Ursus,Warszawa,0.0,386806.0,2.0,39.47,2021.0,9800.0
Śródmieście,Warszawa,2.0,1200000.0,3.0,80.66,1930.0,14877.262583684602
Mokotów,Warszawa,7.0,775000.0,3.0,60.0,2020.0,12916.666666666666
Mokotów,Warszawa,3.0,1690000.0,4.0,126.0,1939.0,13412.698412698412
Mokotów,Warszawa,4.0,422900.0,1.0,27.82,2022.0,15201.294033069737
Włochy,Warszawa,1.0,410000.0,2.0,43.7,2001.0,9382.151029748284
Mokotów,Warszawa,0.0,425000.0,1.0,32.0,1979.0,13281.25
Białołęka,Warszawa,0.0,285176.0,1.0,33.9,2022.0,8412.271386430679
Mokotów,Warszawa,7.0,841100.0,4.0,62.66,2022.0,13423.236514522823
Praga-Południe,Warszawa,4.0,242150.0,1.0,24.42,2021.0,9916.052416052416
Praga-Południe,Warszawa,2.0,750000.0,3.0,78.8,2002.0,9517.76649746193
Mokotów,Warszawa,4.0,1350000.0,4.0,113.0,1979.0,11946.902654867255
Mokotów,Warszawa,10.0,629000.0,3.0,70.27,1979.0,8951.188273801054
Praga-Południe,Warszawa,1.0,750000.0,3.0,70.25,2010.0,10676.156583629892
Ochota,Warszawa,1.0,1175000.0,4.0,94.04,2000.0,12494.683113568692
Bielany,Warszawa,3.0,457000.0,3.0,50.0,1969.0,9140.0
Wawer,Warszawa,2.0,663440.0,4.0,82.93,2022.0,7999.999999999999
Białołęka,Warszawa,1.0,399000.0,2.0,43.0,2009.0,9279.06976744186
Białołęka,Warszawa,2.0,610470.0,3.0,57.3,2021.0,10653.92670157068
Praga-Południe,Warszawa,10.0,619000.0,2.0,49.0,2017.0,12632.65306122449
Ursynów,Warszawa,3.0,1470065.0,4.0,114.94,2021.0,12789.846876631284
Włochy,Warszawa,2.0,898000.0,4.0,73.3,2020.0,12251.023192360164
Śródmieście,Warszawa,6.0,566984.0,2.0,47.87,2021.0,11844.244829747233
Mokotów,Warszawa,8.0,495000.0,3.0,46.2,1968.0,10714.285714285714
Włochy,Warszawa,4.0,593000.0,3.0,58.23,2022.0,10183.754078653616
Wola,Warszawa,3.0,410000.0,2.0,27.4,1970.0,14963.503649635037
Włochy,Warszawa,3.0,640000.0,3.0,56.65,2009.0,11297.440423654016
Wilanów,Warszawa,1.0,2600000.0,5.0,205.4,2000.0,12658.227848101264
Bielany,Warszawa,9.0,290000.0,1.0,24.5,1975.0,11836.734693877552
Białołęka,Warszawa,0.0,299000.0,2.0,37.0,2020.0,8081.081081081081
Ursus,Warszawa,4.0,750000.0,3.0,73.0,2013.0,10273.972602739726
Bielany,Warszawa,10.0,540000.0,3.0,54.0,1974.0,10000.0
Ochota,Warszawa,2.0,740570.0,3.0,71.9,2001.0,10300.0
Mokotów,Warszawa,8.0,1195000.0,3.0,80.0,2005.0,14937.5
Wola,Warszawa,3.0,452000.0,2.0,38.5,1977.0,11740.25974025974
Ochota,Warszawa,2.0,2504460.0,4.0,178.89,2021.0,14000.000000000002
Mokotów,Warszawa,10.0,859000.0,4.0,67.0,1975.0,12820.89552238806
Bemowo,Warszawa,3.0,429000.0,2.0,49.6,1989.0,8649.193548387097
Wola,Warszawa,2.0,734264.0,3.0,69.89,2021.0,10505.995135212475
Mokotów,Warszawa,0.0,626000.0,3.0,57.0,1974.0,10982.456140350878
Ursus,Warszawa,2.0,599000.0,3.0,58.0,2002.0,10327.586206896553
Mokotów,Warszawa,3.0,494900.0,3.0,47.4,1976.0,10440.928270042194
Ursynów,Warszawa,5.0,549000.0,2.0,51.9,1980.0,10578.034682080925
Ursus,Warszawa,7.0,490000.0,3.0,57.0,2022.0,8596.491228070176
Białołęka,Warszawa,0.0,349000.0,2.0,43.01,2020.0,8114.392001860033
Mokotów,Warszawa,3.0,520000.0,3.0,47.7,1970.0,10901.46750524109
Mokotów,Warszawa,1.0,1593864.0,3.0,101.78,2020.0,15659.89388877972
Mokotów,Warszawa,1.0,690000.0,2.0,45.32,2021.0,15225.066195939982
Ursynów,Warszawa,7.0,539000.0,2.0,49.0,1982.0,11000.0
Mokotów,Warszawa,4.0,395000.0,1.0,29.85,1960.0,13232.83082077052
Bemowo,Warszawa,2.0,715000.0,3.0,67.2,1985.0,10639.880952380952
Targówek,Warszawa,1.0,575802.43,3.0,71.66,2020.0,8035.199972090428
Ochota,Warszawa,4.0,999000.0,3.0,94.0,2013.0,10627.659574468084
Śródmieście,Warszawa,7.0,680000.0,2.0,53.2,1954.0,12781.954887218044
Wilanów,Warszawa,2.0,1150000.0,4.0,99.39,2010.0,11570.580541301944
Śródmieście,Warszawa,1.0,509000.0,2.0,38.72,2018.0,13145.661157024791
Mokotów,Warszawa,2.0,620000.0,4.0,63.0,1974.0,9841.26984126984
Wola,Warszawa,8.0,645000.0,2.0,50.0,2009.0,12900.0
Białołęka,Warszawa,0.0,599000.0,3.0,64.5,2013.0,9286.821705426357
Mokotów,Warszawa,6.0,550000.0,3.0,57.8,1971.0,9515.570934256057
Wesoła,Warszawa,0.0,729000.0,4.0,83.0,2020.0,8783.132530120482
Mokotów,Warszawa,1.0,1290000.0,5.0,151.0,2003.0,8543.046357615895
Śródmieście,Warszawa,1.0,540000.0,3.0,48.0,1970.0,11250.0
Mokotów,Warszawa,5.0,822000.0,4.0,60.1,2000.0,13677.20465890183
Bemowo,Warszawa,2.0,649000.0,3.0,60.18,2020.0,10784.313725490196
Mokotów,Warszawa,3.0,580000.0,2.0,46.4,1960.0,12500.0
Praga-Południe,Warszawa,0.0,630200.0,2.0,56.35,2021.0,11183.673469387755
Mokotów,Warszawa,2.0,625000.0,2.0,46.0,2020.0,13586.95652173913
Włochy,Warszawa,1.0,565000.0,2.0,56.18,1953.0,10056.959772160912
Mokotów,Warszawa,5.0,675893.0,3.0,67.9,2021.0,9954.241531664213
Targówek,Warszawa,4.0,1220000.0,4.0,87.75,2018.0,13903.133903133905
Ursynów,Warszawa,2.0,820000.0,3.0,69.59,2015.0,11783.302198591751
Śródmieście,Warszawa,5.0,624000.0,3.0,48.5,1970.0,12865.9793814433
Włochy,Warszawa,1.0,410000.0,2.0,43.0,2001.0,9534.883720930233
Wilanów,Warszawa,0.0,880000.0,3.0,73.2,2009.0,12021.857923497268
