district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
Prądnik Biały,Kraków,0,795000.00,5,95.20,2020,8350.84,2020-01-01,
Stare Miasto,Kraków,1,1208070.00,5,93.00,1920,12990.00,2020-01-01,
Dębniki,Kraków,0,498000.00,2,48.90,2018,10184.05,2020-01-01,
Nowa Huta,Kraków,4,374407.00,2,37.07,2022,10100.00,2020-01-01,
Prądnik Biały,Kraków,5,542000.00,2,45.40,2018,11938.33,2020-01-01,
Dębniki,Kraków,2,1250000.00,3,96.50,1912,12953.37,2020-01-01,
Nowa Huta,Kraków,1,655614.00,4,80.94,2021,8100.00,2020-01-01,
Mistrzejowice,Kraków,1,443100.00,3,59.08,2022,7500.00,2020-01-01,
Mistrzejowice,Kraków,0,308308.00,2,33.88,2022,9100.00,2020-01-01,
Podgórze,Kraków,2,780000.00,3,58.00,1890,13448.28,2020-01-01,
Prądnik Biały,Kraków,4,519000.00,2,56.00,2014,9267.86,2020-01-01,
Prądnik Biały,Kraków,0,447568.00,3,50.86,2021,8800.00,2020-01-01,
Podgórze,Kraków,1,312146.50,1,31.69,2022,9850.00,2020-01-01,
Dębniki,Kraków,2,569000.00,3,51.00,2020,11156.86,2020-01-01,
Nowa Huta,Kraków,3,465000.00,3,60.00,1987,7750.00,2020-01-01,
Bieżanów-Prokocim,Kraków,2,319295.00,1,33.61,2021,9500.00,2020-01-01,
Podgórze Duchackie,Kraków,1,719000.00,4,88.73,2021,8103.23,2020-01-01,
Bieńczyce,Kraków,1,375000.00,2,47.25,1958,7936.51,2020-01-01,
Bieżanów-Prokocim,Kraków,1,275099.00,2,37.02,2020,7431.09,2020-01-01,
Grzegórzki,Kraków,2,629000.00,2,47.13,2009,13346.06,2020-01-01,
Prądnik Czerwony,Kraków,1,299000.00,1,32.19,1980,9288.60,2020-01-01,
Dębniki,Kraków,1,586867.00,2,46.21,2020,12700.00,2020-01-01,
Prądnik Biały,Kraków,3,406952.00,2,47.32,2021,8600.00,2020-01-01,
Podgórze,Kraków,5,469000.00,2,39.18,2021,11970.39,2020-01-01,
Stare Miasto,Kraków,4,490000.00,2,41.55,2015,11793.02,2020-01-01,
Bieżanów-Prokocim,Kraków,0,470000.00,3,54.00,2020,8703.70,2020-01-01,
Prądnik Czerwony,Kraków,5,616308.00,4,70.84,2021,8700.00,2020-01-01,
Podgórze,Kraków,1,587837.50,3,63.55,2021,9250.00,2020-01-01,
Nowa Huta,Kraków,3,515000.00,2,46.45,2019,11087.19,2020-01-01,
Podgórze,Kraków,4,469000.00,2,38.97,2021,12034.90,2020-01-01,
Prądnik Czerwony,Kraków,8,525000.00,4,67.44,1978,7784.70,2020-01-01,
Podgórze,Kraków,2,346000.00,2,38.86,2023,8903.76,2020-01-01,
Stare Miasto,Kraków,4,499000.00,2,42.00,2015,11880.95,2020-01-01,
Nowa Huta,Kraków,1,449000.00,2,43.90,2021,10227.79,2020-01-01,
Dębniki,Kraków,3,581868.00,3,69.27,2022,8400.00,2020-01-01,
Prądnik Biały,Kraków,6,420000.00,2,47.23,2009,8892.65,2020-01-01,
Podgórze,Kraków,4,570000.00,2,46.00,2016,12391.30,2020-01-01,
Grzegórzki,Kraków,1,548604.00,3,55.98,2021,9800.00,2020-01-01,
Prądnik Biały,Kraków,2,679000.00,4,79.50,2020,8540.88,2020-01-01,
Nowa Huta,Kraków,1,639000.00,3,65.00,2020,9830.77,2020-01-01,
Podgórze,Kraków,4,465000.00,2,49.20,2004,9451.22,2020-01-01,
Bieżanów-Prokocim,Kraków,3,710000.00,3,78.91,2002,8997.59,2020-01-01,
Bieżanów-Prokocim,Kraków,1,349000.00,2,36.00,1980,9694.44,2020-01-01,
Prądnik Biały,Kraków,2,495000.00,2,60.00,2008,8250.00,2020-01-01,
Bieżanów-Prokocim,Kraków,2,353188.00,2,38.39,2021,9200.00,2020-01-01,
Mistrzejowice,Kraków,2,470000.00,2,59.00,2020,7966.10,2020-01-01,
Krowodrza,Kraków,3,368740.00,1,28.42,1933,12974.67,2020-01-01,
Prądnik Biały,Kraków,3,616000.00,3,61.80,2020,9967.64,2020-01-01,
Prądnik Czerwony,Kraków,1,450000.00,2,46.50,2021,9677.42,2020-01-01,
Nowa Huta,Kraków,4,442939.50,2,38.55,2020,11490.00,2020-01-01,
Prądnik Biały,Kraków,5,685000.00,4,62.00,2020,11048.39,2020-01-01,
Prądnik Biały,Kraków,5,369000.00,2,35.43,2020,10414.90,2020-01-01,
Podgórze Duchackie,Kraków,4,429000.00,2,46.70,2021,9186.30,2020-01-01,
Swoszowice,Kraków,2,740000.00,4,94.00,2008,7872.34,2020-01-01,
Bieżanów-Prokocim,Kraków,4,571113.00,3,64.17,2021,8900.00,2020-01-01,
Prądnik Czerwony,Kraków,0,279000.00,2,32.00,1970,8718.75,2020-01-01,
Podgórze,Kraków,4,666141.00,3,76.48,2021,8710.00,2020-01-01,
Nowa Huta,Kraków,1,389000.00,2,50.00,1958,7780.00,2020-01-01,
Mistrzejowice,Kraków,3,624160.00,4,75.20,2020,8300.00,2020-01-01,
Dębniki,Kraków,1,699999.00,3,72.15,2020,9702.00,2020-01-01,
Podgórze Duchackie,Kraków,3,529000.00,3,60.23,2021,8783.00,2020-01-01,
Wzgórza Krzesławickie,Kraków,3,231000.00,2,30.80,2021,7500.00,2020-01-01,
Prądnik Czerwony,Kraków,5,599000.00,3,61.59,2020,9725.60,2020-01-01,
Podgórze Duchackie,Kraków,1,680000.00,4,82.70,1997,8222.49,2020-01-01,
Nowa Huta,Kraków,5,572932.00,4,66.62,2022,8600.00,2020-01-01,
Krowodrza,Kraków,2,352000.00,1,27.55,1933,12776.77,2020-01-01,
Dębniki,Kraków,3,366000.00,2,41.00,2020,8926.83,2020-01-01,
Bieńczyce,Kraków,4,305000.00,2,36.00,1970,8472.22,2020-01-01,
Bronowice,Kraków,2,464928.00,3,53.44,2021,8700.00,2020-01-01,
Bieżanów-Prokocim,Kraków,3,208402.00,1,26.38,2022,7900.00,2020-01-01,
Podgórze Duchackie,Kraków,5,419000.00,2,44.37,2021,9443.32,2020-01-01,
Podgórze Duchackie,Kraków,10,545000.00,3,62.90,1990,8664.55,2020-01-01,
Dębniki,Kraków,2,440000.00,2,46.50,2018,9462.37,2020-01-01,
Podgórze,Kraków,2,658000.00,2,61.50,1918,10699.19,2020-01-01,
Prądnik Biały,Kraków,0,390972.00,2,42.04,2021,9300.00,2020-01-01,
Nowa Huta,Kraków,1,585000.00,3,65.03,1987,8995.85,2020-01-01,
Bronowice,Kraków,4,440000.00,3,53.00,1980,8301.89,2020-01-01,
Podgórze Duchackie,Kraków,4,445000.00,3,57.00,1990,7807.02,2020-01-01,
Podgórze,Kraków,3,660000.00,3,75.10,2002,8788.28,2020-01-01,
Krowodrza,Kraków,2,495992.00,3,53.26,2021,9312.65,2020-01-01,
Podgórze,Kraków,4,533000.00,2,40.94,2017,13019.05,2020-01-01,
Dębniki,Kraków,5,1200000.00,3,115.00,2011,10434.78,2020-01-01,
Dębniki,Kraków,3,839000.00,4,110.00,2012,7627.27,2020-01-01,
Prądnik Czerwony,Kraków,2,530000.00,4,51.00,1970,10392.16,2020-01-01,
Dębniki,Kraków,2,850000.00,4,82.00,2013,10365.85,2020-01-01,
Podgórze Duchackie,Kraków,2,519000.00,3,57.81,2020,8977.69,2020-01-01,
Dębniki,Kraków,3,525000.00,3,56.37,2000,9313.46,2020-01-01,
Zwierzyniec,Kraków,2,1170000.00,4,117.00,2000,10000.00,2020-01-01,
Podgórze Duchackie,Kraków,7,463689.00,2,43.91,2021,10559.99,2020-01-01,
Dębniki,Kraków,1,275000.00,2,30.43,2013,9037.13,2020-01-01,
Nowa Huta,Kraków,4,447650.00,2,51.16,2022,8750.00,2020-01-01,
Stare Miasto,Kraków,3,529620.00,1,40.74,1914,13000.00,2020-01-01,
Nowa Huta,Kraków,0,460000.00,2,40.00,2019,11500.00,2020-01-01,
Podgórze Duchackie,Kraków,3,430000.00,3,53.00,1975,8113.21,2020-01-01,
Podgórze Duchackie,Kraków,3,729000.00,4,84.17,2021,8661.04,2020-01-01,
Krowodrza,Kraków,5,745000.00,4,95.00,2000,7842.11,2020-01-01,
Grzegórzki,Kraków,3,415800.00,2,37.81,1977,10997.09,2020-01-01,
Krowodrza,Kraków,3,575000.00,2,46.00,2020,12500.00,2020-01-01,
Mistrzejowice,Kraków,0,344675.00,2,40.55,2022,8500.00,2020-01-01,
Mistrzejowice,Kraków,7,383010.00,3,45.06,2022,8500.00,2020-01-01,
Nowa Huta,Kraków,4,439000.00,2,56.46,2021,7775.42,2020-01-01,
Grzegórzki,Kraków,1,330000.00,2,36.00,1970,9166.67,2020-01-01,
Nowa Huta,Kraków,2,836252.00,3,76.37,2022,10950.01,2020-01-01,
Grzegórzki,Kraków,2,309000.00,2,33.60,1960,9196.43,2020-01-01,
Podgórze Duchackie,Kraków,2,519000.00,3,60.22,2021,8618.40,2020-01-01,
Podgórze,Kraków,0,472629.00,3,49.49,2021,9549.99,2020-01-01,
Grzegórzki,Kraków,2,999235.00,4,86.89,2021,11500.00,2020-01-01,
Nowa Huta,Kraków,2,651084.00,4,80.88,2021,8050.00,2020-01-01,
Grzegórzki,Kraków,2,629000.00,2,47.13,2009,13346.06,2020-01-01,
Bieżanów-Prokocim,Kraków,0,388000.00,3,48.00,2020,8083.33,2020-01-01,
Dębniki,Kraków,3,462462.00,2,50.18,2022,9216.06,2020-01-01,
Prądnik Biały,Kraków,4,519000.00,2,55.76,2014,9307.75,2020-01-01,
Podgórze Duchackie,Kraków,0,444480.00,2,55.56,2020,8000.00,2020-01-01,
Prądnik Biały,Kraków,1,1319000.00,5,146.70,2009,8991.14,2020-01-01,
Bieńczyce,Kraków,3,260000.00,1,26.00,1964,10000.00,2020-01-01,
Nowa Huta,Kraków,1,389642.00,2,43.78,2022,8900.00,2020-01-01,
Prądnik Biały,Kraków,4,478350.00,3,53.15,2022,9000.00,2020-01-01,
Nowa Huta,Kraków,8,532928.00,2,60.56,2019,8800.00,2020-01-01,
Dębniki,Kraków,4,395000.00,2,48.00,2000,8229.17,2020-01-01,
Dębniki,Kraków,2,323730.00,2,35.97,2021,9000.00,2020-01-01,
Prądnik Biały,Kraków,0,542778.00,4,69.57,2021,7801.90,2020-01-01,
Nowa Huta,Kraków,1,776900.00,4,77.69,2015,10000.00,2020-01-01,
Bieżanów-Prokocim,Kraków,10,398000.00,3,49.70,1976,8008.05,2020-01-01,
Bieżanów-Prokocim,Kraków,0,409000.00,3,46.90,1980,8720.68,2020-01-01,
Nowa Huta,Kraków,1,470444.89,3,62.73,2022,7499.52,2020-01-01,
Mistrzejowice,Kraków,3,502588.00,4,66.13,2022,7600.00,2020-01-01,
Prądnik Czerwony,Kraków,4,668390.00,3,75.10,2021,8900.00,2020-01-01,
Bronowice,Kraków,7,600166.00,2,57.05,2022,10520.00,2020-01-01,
Stare Miasto,Kraków,1,930000.00,3,79.00,1910,11772.15,2020-01-01,
Prądnik Biały,Kraków,0,575771.00,3,69.37,2021,8300.00,2020-01-01,
Nowa Huta,Kraków,1,609000.00,3,64.00,1980,9515.63,2020-01-01,
Bronowice,Kraków,3,629052.00,2,50.73,2022,12400.00,2020-01-01,
Bronowice,Kraków,2,856187.10,4,94.19,2021,9090.00,2020-01-01,
Bieżanów-Prokocim,Kraków,0,449000.00,3,53.15,1993,8447.79,2020-01-01,
Prądnik Biały,Kraków,1,650000.00,3,57.00,2019,11403.51,2020-01-01,
Bronowice,Kraków,2,760000.00,3,70.00,2019,10857.14,2020-01-01,
Nowa Huta,Kraków,5,510000.00,3,61.00,1980,8360.66,2020-01-01,
Mistrzejowice,Kraków,2,435000.00,3,51.00,2020,8529.41,2020-01-01,
Stare Miasto,Kraków,0,325000.00,1,31.47,1860,10327.30,2020-01-01,
Swoszowice,Kraków,0,395000.00,2,43.50,2017,9080.46,2020-01-01,
Nowa Huta,Kraków,2,337840.00,2,32.80,2022,10300.00,2020-01-01,
Podgórze Duchackie,Kraków,3,409000.00,2,44.21,2020,9251.30,2020-01-01,
Podgórze,Kraków,1,419810.00,2,38.55,2021,10890.01,2020-01-01,
Prądnik Biały,Kraków,3,410894.00,2,39.32,2021,10450.00,2020-01-01,
Nowa Huta,Kraków,1,465000.00,3,56.00,1966,8303.57,2020-01-01,
Podgórze,Kraków,1,378785.00,2,39.05,2021,9700.00,2020-01-01,
Prądnik Biały,Kraków,2,369000.00,2,44.00,2020,8386.36,2020-01-01,
Swoszowice,Kraków,3,369000.00,3,48.34,2014,7633.43,2020-01-01,
Nowa Huta,Kraków,2,465000.00,3,59.00,1955,7881.36,2020-01-01,
Dębniki,Kraków,4,349000.00,2,35.27,2021,9895.09,2020-01-01,
Podgórze,Kraków,3,429000.00,1,33.28,2021,12890.63,2020-01-01,
Grzegórzki,Kraków,3,433846.00,1,32.62,2020,13300.00,2020-01-01,
Łagiewniki-Borek Fałęcki,Kraków,1,249000.00,1,29.38,1950,8475.15,2020-01-01,
Prądnik Biały,Kraków,4,462000.00,3,46.50,1979,9935.48,2020-01-01,
Bieżanów-Prokocim,Kraków,1,478530.00,3,53.17,2022,9000.00,2020-01-01,
Bronowice,Kraków,3,524051.00,2,43.31,2021,12100.00,2020-01-01,
Mistrzejowice,Kraków,3,729902.00,4,87.94,2020,8300.00,2020-01-01,
Bronowice,Kraków,3,410000.00,2,35.00,2020,11714.29,2020-01-01,
Podgórze,Kraków,3,709000.00,3,70.00,2021,10128.57,2020-01-01,
Mistrzejowice,Kraków,5,478629.00,3,59.09,2022,8100.00,2020-01-01,
Grzegórzki,Kraków,3,649386.00,1,50.34,2020,12900.00,2020-01-01,
Podgórze Duchackie,Kraków,6,539000.00,3,57.50,2021,9373.91,2020-01-01,
Stare Miasto,Kraków,0,450540.00,2,50.06,2019,9000.00,2020-01-01,
Mistrzejowice,Kraków,5,301410.00,2,33.49,2022,9000.00,2020-01-01,
Krowodrza,Kraków,2,772800.00,3,69.00,1950,11200.00,2020-01-01,
Nowa Huta,Kraków,10,951936.00,3,74.37,2022,12800.00,2020-01-01,
Bieżanów-Prokocim,Kraków,3,510000.00,4,62.00,1980,8225.81,2020-01-01,
Bronowice,Kraków,4,440000.00,3,53.00,1976,8301.89,2020-01-01,
Nowa Huta,Kraków,2,285000.00,1,35.00,1955,8142.86,2020-01-01,
Podgórze,Kraków,2,519000.00,3,62.45,2021,8310.65,2020-01-01,
Grzegórzki,Kraków,1,583008.00,3,60.73,2021,9600.00,2020-01-01,
Prądnik Biały,Kraków,4,397108.33,2,35.51,2021,11183.00,2020-01-01,
Stare Miasto,Kraków,3,729000.00,2,54.20,1950,13450.18,2020-01-01,
Bieńczyce,Kraków,1,475000.00,3,56.00,1970,8482.14,2020-01-01,
Podgórze,Kraków,2,709000.00,3,69.15,2021,10253.07,2020-01-01,
Prądnik Czerwony,Kraków,5,471000.00,3,52.00,2010,9057.69,2020-01-01,
Grzegórzki,Kraków,2,405118.00,1,30.46,2021,13300.00,2020-01-01,
Bronowice,Kraków,0,399000.00,1,37.91,2006,10524.93,2020-01-01,
Podgórze Duchackie,Kraków,1,519000.00,3,57.81,2020,8977.69,2020-01-01,
Podgórze Duchackie,Kraków,4,429000.00,2,46.54,2021,9217.88,2020-01-01,
Dębniki,Kraków,1,672000.00,3,56.00,2017,12000.00,2020-01-01,
Dębniki,Kraków,0,465000.00,2,44.00,2018,10568.18,2020-01-01,
Dębniki,Kraków,1,1297500.00,5,138.70,1995,9354.72,2020-01-01,
Podgórze Duchackie,Kraków,0,489600.00,3,61.20,2020,8000.00,2020-01-01,
Wzgórza Krzesławickie,Kraków,3,456749.00,3,55.03,2020,8300.00,2020-01-01,
Bronowice,Kraków,3,565000.00,3,56.76,2021,9954.19,2020-01-01,
Podgórze,Kraków,2,333960.00,1,34.50,2021,9680.00,2020-01-01,
Grzegórzki,Kraków,3,459000.00,2,44.00,1970,10431.82,2020-01-01,
Podgórze,Kraków,4,749000.00,3,74.37,2021,10071.27,2020-01-01,
Bronowice,Kraków,6,474073.60,2,45.76,2021,10360.00,2020-01-01,
Podgórze,Kraków,2,659000.00,3,69.67,2021,9458.88,2020-01-01,
Podgórze Duchackie,Kraków,10,450000.00,3,57.00,1980,7894.74,2020-01-01,
Prądnik Biały,Kraków,8,320000.00,2,37.00,1975,8648.65,2020-01-01,
Nowa Huta,Kraków,4,412000.00,2,52.20,1980,7892.72,2020-01-01,
Podgórze Duchackie,Kraków,6,449000.00,3,45.00,1986,9977.78,2020-01-01,
Grzegórzki,Kraków,2,395675.00,1,29.75,2021,13300.00,2020-01-01,
Podgórze,Kraków,2,649000.00,3,67.55,2020,9607.70,2020-01-01,
Podgórze,Kraków,2,469000.00,2,39.96,2021,11736.74,2020-01-01,
Podgórze,Kraków,0,650000.00,2,51.27,2018,12677.98,2020-01-01,
Podgórze,Kraków,4,709000.00,3,69.15,2021,10253.07,2020-01-01,
Nowa Huta,Kraków,3,295000.00,1,37.06,1957,7960.06,2020-01-01,
Podgórze Duchackie,Kraków,6,419000.00,2,44.38,2021,9441.19,2020-01-01,
Prądnik Czerwony,Kraków,1,468000.00,3,52.50,1980,8914.29,2020-01-01,
Podgórze,Kraków,3,749000.00,3,75.86,2021,9873.45,2020-01-01,
Dębniki,Kraków,4,480000.00,3,48.40,1975,9917.36,2020-01-01,
Prądnik Biały,Kraków,5,499000.00,3,65.38,2020,7632.30,2020-01-01,
Prądnik Biały,Kraków,1,548000.00,2,50.70,2002,10808.68,2020-01-01,
Grzegórzki,Kraków,2,533596.00,1,40.12,2020,13300.00,2020-01-01,
Podgórze Duchackie,Kraków,5,749000.00,4,84.17,2021,8898.66,2020-01-01,
Podgórze,Kraków,3,560000.00,3,70.40,2022,7954.55,2020-01-01,
Bieżanów-Prokocim,Kraków,1,454275.00,3,60.57,2020,7500.00,2020-01-01,
Nowa Huta,Kraków,0,220000.00,1,19.00,1960,11578.95,2020-01-01,
Krowodrza,Kraków,3,614800.00,3,49.00,1936,12546.94,2020-01-01,
Bieńczyce,Kraków,1,429000.00,3,57.14,1975,7507.88,2020-01-01,
Podgórze,Kraków,1,880000.00,3,68.48,2016,12850.47,2020-01-01,
Prądnik Czerwony,Kraków,2,415000.00,2,46.50,2020,8924.73,2020-01-01,
Podgórze,Kraków,5,353000.00,2,38.75,2022,9109.68,2020-01-01,
Nowa Huta,Kraków,7,530000.00,2,48.00,2015,11041.67,2020-01-01,
Podgórze,Kraków,4,749000.00,3,74.42,2021,10064.50,2020-01-01,
Podgórze,Kraków,2,1250000.00,3,96.00,2014,13020.83,2020-01-01,
Podgórze Duchackie,Kraków,2,519000.00,3,62.45,2021,8310.65,2020-01-01,
Podgórze,Kraków,0,499000.00,2,43.00,2019,11604.65,2020-01-01,
Stare Miasto,Kraków,1,479000.00,3,59.00,1979,8118.64,2020-01-01,
Podgórze Duchackie,Kraków,10,293000.00,1,37.00,1982,7918.92,2020-01-01,
Podgórze,Kraków,4,354996.00,2,32.78,2020,10829.65,2020-01-01,
Podgórze,Kraków,6,331801.00,1,31.54,2021,10520.01,2020-01-01,
Nowa Huta,Kraków,1,366335.00,2,35.74,2022,10250.00,2020-01-01,
Bieżanów-Prokocim,Kraków,0,272308.00,2,35.83,2021,7600.00,2020-01-01,
Podgórze,Kraków,3,399000.00,2,42.00,2008,9500.00,2020-01-01,
Grzegórzki,Kraków,3,439000.00,3,47.50,1980,9242.11,2020-01-01,
Prądnik Biały,Kraków,1,375000.00,2,30.05,2005,12479.20,2020-01-01,
Grzegórzki,Kraków,0,443500.00,1,35.00,2021,12671.43,2020-01-01,
Nowa Huta,Kraków,3,410000.00,2,48.00,1956,8541.67,2020-01-01,
Podgórze,Kraków,3,1050000.00,4,86.00,2017,12209.30,2020-01-01,
Nowa Huta,Kraków,2,400000.00,2,37.00,1960,10810.81,2020-01-01,
Dębniki,Kraków,1,749000.00,3,70.12,2003,10681.69,2020-01-01,
Krowodrza,Kraków,2,432000.00,1,37.50,1964,11520.00,2020-01-01,
Grzegórzki,Kraków,2,1003557.00,3,81.59,2022,12300.00,2020-01-01,
Dębniki,Kraków,3,770000.00,4,88.70,2004,8680.95,2020-01-01,
Stare Miasto,Kraków,4,492556.00,3,64.81,2020,7600.00,2020-01-01,
Podgórze Duchackie,Kraków,0,445680.00,3,55.75,2020,7994.26,2020-01-01,
Wzgórza Krzesławickie,Kraków,0,355000.00,2,46.60,1960,7618.03,2020-01-01,
Prądnik Czerwony,Kraków,2,524000.00,3,64.85,2004,8080.19,2020-01-01,
Podgórze Duchackie,Kraków,7,530000.00,2,50.40,2013,10515.87,2020-01-01,
Prądnik Biały,Kraków,3,379000.00,2,44.00,2020,8613.64,2020-01-01,
Bronowice,Kraków,1,364000.00,1,31.31,2015,11625.68,2020-01-01,
Mistrzejowice,Kraków,0,467856.00,3,57.76,2022,8100.00,2020-01-01,
Podgórze,Kraków,4,369000.00,2,28.29,2021,13043.48,2020-01-01,
Nowa Huta,Kraków,5,795894.66,4,83.27,2021,9558.00,2020-01-01,
Prądnik Czerwony,Kraków,4,437276.00,2,45.44,2021,9623.15,2020-01-01,
Mistrzejowice,Kraków,1,591710.00,4,74.90,2022,7900.00,2020-01-01,
Prądnik Czerwony,Kraków,2,682000.00,3,82.44,2020,8272.68,2020-01-01,
Dębniki,Kraków,0,684972.00,3,86.16,2022,7950.00,2020-01-01,
Bronowice,Kraków,3,520058.00,2,42.98,2021,12100.00,2020-01-01,
Mistrzejowice,Kraków,4,452790.00,3,55.90,2022,8100.00,2020-01-01,
Mistrzejowice,Kraków,3,308108.00,2,33.49,2022,9200.00,2020-01-01,
Podgórze Duchackie,Kraków,4,539000.00,3,57.11,2021,9437.93,2020-01-01,
Bronowice,Kraków,2,469000.00,2,46.20,2017,10151.52,2020-01-01,
Mistrzejowice,Kraków,9,532350.00,3,68.25,2020,7800.00,2020-01-01,
Grzegórzki,Kraków,3,514000.00,2,49.00,1960,10489.80,2020-01-01,
Prądnik Biały,Kraków,2,357065.00,2,40.50,2022,8816.42,2020-01-01,
Zwierzyniec,Kraków,1,812500.00,2,65.00,2003,12500.00,2020-01-01,
Krowodrza,Kraków,3,594000.00,2,65.00,2010,9138.46,2020-01-01,
Zwierzyniec,Kraków,0,1499000.00,3,117.00,2010,12811.97,2020-01-01,
Bieńczyce,Kraków,3,470000.00,2,47.00,2012,10000.00,2020-01-01,
Nowa Huta,Kraków,5,795894.66,4,83.27,2021,9558.00,2020-01-01,
Bronowice,Kraków,2,699000.00,2,61.80,2000,11310.68,2020-01-01,
Grzegórzki,Kraków,1,625920.00,3,65.20,2020,9600.00,2020-01-01,
Mistrzejowice,Kraków,2,497002.00,3,60.61,2020,8200.00,2020-01-01,
Podgórze Duchackie,Kraków,0,399000.00,2,44.37,2021,8992.56,2020-01-01,
Prądnik Czerwony,Kraków,0,472000.00,3,60.00,1980,7866.67,2020-01-01,
Bieńczyce,Kraków,1,605000.00,4,63.00,1950,9603.17,2020-01-01,
Krowodrza,Kraków,6,749000.00,3,60.49,2010,12382.21,2020-01-01,
Nowa Huta,Kraków,2,432157.00,2,46.22,2022,9350.00,2020-01-01,
Podgórze Duchackie,Kraków,0,759000.00,4,84.17,2021,9017.46,2020-01-01,
Podgórze,Kraków,0,372000.00,2,37.32,2022,9967.85,2020-01-01,
Mistrzejowice,Kraków,4,435150.00,2,48.35,2020,9000.00,2020-01-01,
Dębniki,Kraków,0,830000.00,4,80.00,1993,10375.00,2020-01-01,
Mistrzejowice,Kraków,7,480904.00,2,51.16,2020,9400.00,2020-01-01,
Stare Miasto,Kraków,3,858800.00,4,76.00,1930,11300.00,2020-01-01,
Nowa Huta,Kraków,3,709000.00,2,53.40,1926,13277.15,2020-01-01,
Podgórze Duchackie,Kraków,1,499000.00,3,62.28,2020,8012.20,2020-01-01,
Mistrzejowice,Kraków,7,546975.00,4,72.93,2022,7500.00,2020-01-01,
Podgórze Duchackie,Kraków,2,519000.00,3,60.22,2020,8618.40,2020-01-01,
Nowa Huta,Kraków,3,341952.00,2,32.88,2022,10400.00,2020-01-01,
Nowa Huta,Kraków,0,419000.00,3,44.00,1980,9522.73,2020-01-01,
Podgórze,Kraków,2,335115.00,2,33.85,2020,9900.00,2020-01-01,
Bronowice,Kraków,3,445000.00,1,42.00,1956,10595.24,2020-01-01,
Prądnik Biały,Kraków,2,499000.00,2,54.00,2008,9240.74,2020-01-01,
Prądnik Biały,Kraków,0,465000.00,3,52.00,1982,8942.31,2020-01-01,
Dębniki,Kraków,0,579000.00,3,53.33,2021,10856.93,2020-01-01,
Stare Miasto,Kraków,2,424935.00,2,40.47,2020,10500.00,2020-01-01,
Mistrzejowice,Kraków,6,484538.00,3,59.09,2022,8200.00,2020-01-01,
Nowa Huta,Kraków,3,355950.00,2,33.90,2022,10500.00,2020-01-01,
Podgórze Duchackie,Kraków,5,419000.00,2,46.69,2021,8974.08,2020-01-01,
Prądnik Biały,Kraków,1,199000.00,1,16.30,2006,12208.59,2020-01-01,
Podgórze,Kraków,2,709000.00,3,70.07,2021,10118.45,2020-01-01,
Prądnik Biały,Kraków,2,249000.00,2,32.20,1970,7732.92,2020-01-01,
Podgórze,Kraków,1,402577.00,2,33.83,2020,11900.00,2020-01-01,
Podgórze Duchackie,Kraków,3,439000.00,2,45.32,2021,9686.67,2020-01-01,
Nowa Huta,Kraków,2,390000.00,3,48.00,1954,8125.00,2020-01-01,
Grzegórzki,Kraków,2,880000.00,3,76.91,1951,11441.95,2020-01-01,
Podgórze Duchackie,Kraków,5,544544.00,3,59.84,2021,9100.00,2020-01-01,
Podgórze Duchackie,Kraków,0,489600.00,3,61.20,2019,8000.00,2020-01-01,
Zwierzyniec,Kraków,3,610000.00,2,50.00,1970,12200.00,2020-01-01,
Podgórze Duchackie,Kraków,7,449000.00,2,49.02,2021,9159.53,2020-01-01,
Mistrzejowice,Kraków,1,431296.00,2,46.88,2020,9200.00,2020-01-01,
Nowa Huta,Kraków,2,538617.00,3,61.91,2022,8700.00,2020-01-01,
Grzegórzki,Kraków,1,790625.00,3,63.25,2022,12500.00,2020-01-01,
Krowodrza,Kraków,3,590000.00,2,51.50,1958,11456.31,2020-01-01,
Dębniki,Kraków,2,685000.00,3,68.50,2003,10000.00,2020-01-01,
Podgórze,Kraków,3,709000.00,3,69.64,2021,10180.93,2020-01-01,
Bieńczyce,Kraków,2,295000.00,2,36.60,1965,8060.11,2020-01-01,
Grzegórzki,Kraków,0,569000.00,3,63.89,2020,8905.93,2020-01-01,
Podgórze Duchackie,Kraków,4,459000.00,3,57.00,1980,8052.63,2020-01-01,
Mistrzejowice,Kraków,3,435150.00,2,48.18,2020,9031.76,2020-01-01,
Prądnik Biały,Kraków,1,287845.00,1,25.03,2021,11500.00,2020-01-01,
Mistrzejowice,Kraków,6,528918.00,3,67.81,2020,7800.00,2020-01-01,
Podgórze,Kraków,0,343000.00,2,40.01,2023,8572.86,2020-01-01,
Krowodrza,Kraków,1,341435.00,1,29.69,2021,11500.00,2020-01-01,
Bieżanów-Prokocim,Kraków,3,295500.00,1,36.50,2005,8095.89,2020-01-01,
Grzegórzki,Kraków,5,376000.00,1,34.21,1988,10990.94,2020-01-01,
Prądnik Czerwony,Kraków,4,589000.00,2,50.00,2016,11780.00,2020-01-01,
Dębniki,Kraków,4,459000.00,2,47.22,1994,9720.46,2020-01-01,
Prądnik Biały,Kraków,2,366000.00,1,36.94,2016,9907.96,2020-01-01,
Podgórze,Kraków,3,619000.00,3,58.78,2021,10530.79,2020-01-01,
Krowodrza,Kraków,1,403782.00,2,40.59,2021,9947.82,2020-01-01,
Krowodrza,Kraków,4,730000.00,3,63.00,2000,11587.30,2020-01-01,
Grzegórzki,Kraków,4,469040.00,2,45.10,2020,10400.00,2020-01-01,
